,MPI-ESM1-2-HR_hist_tasmin,MPI-ESM1-2-HR_hist_tas,MPI-ESM1-2-HR_hist_hurs,MPI-ESM1-2-HR_hist_sfcWind,MPI-ESM1-2-HR_hist_rlds,MPI-ESM1-2-HR_hist_rsds,MPI-ESM1-2-HR_hist_huss,MPI-ESM1-2-HR_hist_tasmax,FGOALS-g3_hist_sfcWind,FGOALS-g3_hist_tasmin,FGOALS-g3_hist_tasmax,FGOALS-g3_hist_huss,FGOALS-g3_hist_rlds,FGOALS-g3_hist_rsds,FGOALS-g3_hist_tas,BCC-CSM2-MR_hist_tasmin,BCC-CSM2-MR_hist_rsds,BCC-CSM2-MR_hist_rlds,BCC-CSM2-MR_hist_huss,BCC-CSM2-MR_hist_tas,BCC-CSM2-MR_hist_sfcWind,BCC-CSM2-MR_hist_tasmax,NorESM2-MM_hist_hurs,NorESM2-MM_hist_tasmax,NorESM2-MM_hist_rlds,NorESM2-MM_hist_huss,NorESM2-MM_hist_tas,NorESM2-MM_hist_sfcWind,NorESM2-MM_hist_tasmin,CMCC-ESM2_hist_tasmax,CMCC-ESM2_hist_sfcWind,CMCC-ESM2_hist_tas,CMCC-ESM2_hist_tasmin,CMCC-ESM2_hist_rlds,CMCC-ESM2_hist_rsds,CMCC-ESM2_hist_huss,EC-Earth3_hist_tas,EC-Earth3_hist_tasmax,EC-Earth3_hist_sfcWind,EC-Earth3_hist_huss,EC-Earth3_hist_rlds,EC-Earth3_hist_rsds,EC-Earth3_hist_tasmin,EC-Earth3_hist_hurs,CESM2_hist_rlds,CESM2_hist_rsds,CESM2_hist_huss,UKESM1-0-LL_hist_rsds,MRI-ESM2-0_hist_rsds,MRI-ESM2-0_hist_rlds,MRI-ESM2-0_hist_huss,MRI-ESM2-0_hist_tas,MRI-ESM2-0_hist_tasmin,MRI-ESM2-0_hist_tasmax,MRI-ESM2-0_hist_sfcWind,GFDL-CM4_hist_tasmax,GFDL-CM4_hist_huss,GFDL-CM4_hist_rlds,GFDL-CM4_hist_rsds,GFDL-CM4_hist_sfcWind,GFDL-CM4_hist_tasmin,GFDL-CM4_hist_tas,CNRM-ESM2-1_hist_hurs,CNRM-ESM2-1_hist_tasmax,CNRM-ESM2-1_hist_huss,CNRM-ESM2-1_hist_rsds,CNRM-ESM2-1_hist_rlds,CNRM-ESM2-1_hist_tas,CNRM-ESM2-1_hist_tasmin
2004-12-31,282.41095,293.88312,65.34455,3.323661,352.5911,235.50166,0.011363936,299.59235,3.206268,284.39145,297.21,0.01137932,350.8176,230.70251,291.21112,286.65872,231.39848,347.41043,0.011244809,291.90118,3.1937203,296.3167,76.14126,298.3201,356.28595,0.012231321,293.37808,3.155652,286.78998,299.7052,3.1197824,293.63705,287.5686,356.48245,225.89493,0.012388167,293.4008,297.99915,3.1838052,0.011925889,355.61472,229.79007,285.55392,70.331894,354.66837,230.31413,0.011433939,234.45944,225.22871,353.59766,0.011946467,292.50034,286.83185,297.2778,3.177194,298.6459,0.011642693,351.25916,229.26283,3.097455,285.77847,291.79053,76.93308,298.36423,0.011733364,225.88104,350.89606,292.53018,286.67072
2005-12-31,284.8513,293.6914,66.83367,3.2764375,353.09708,235.03719,0.011552582,299.2469,3.232557,284.12006,296.25018,0.01211709,353.55515,227.354,290.57117,287.87183,230.63075,356.24893,0.012020563,294.0414,3.4255204,300.20544,72.80267,299.22458,350.76166,0.01158262,293.17813,3.1038356,287.1305,300.01492,3.2757287,292.83224,287.29114,353.94608,231.58757,0.011760732,293.69504,298.99274,3.16071,0.01176415,355.71866,232.5991,286.72827,69.43199,357.82507,224.49974,0.012180449,228.84029,225.98344,356.98367,0.012486552,293.61514,286.43646,299.13635,3.0244114,298.9427,0.012051859,353.2636,222.6514,3.1562974,285.59766,293.03146,71.12074,298.7098,0.011186958,228.95224,349.04065,290.95145,283.44333
2006-12-31,287.13898,293.3355,67.90676,3.3050141,357.145,233.39459,0.011836582,297.02368,3.2500882,285.0277,297.9385,0.011945224,355.96387,222.74615,293.07355,286.16537,230.62106,347.52988,0.010906664,292.28394,3.1555128,297.54227,76.32542,299.70276,359.08942,0.012559387,294.0932,3.3084407,288.4582,297.77026,3.1069903,293.24265,287.87924,357.1888,218.37234,0.0126456395,293.23032,298.55197,3.2692728,0.0113657275,352.20694,232.30911,287.0789,68.70196,352.67105,230.44241,0.011687526,232.52266,228.75613,354.36282,0.011727626,293.14667,284.09705,298.2143,3.1586895,298.9865,0.012179922,357.505,228.88225,3.1521766,286.9472,292.9162,67.286385,299.98196,0.011032335,235.28825,352.86353,293.61322,288.14108
2007-12-31,284.64017,293.95444,66.75755,3.1744602,354.9608,232.06178,0.011686088,299.23502,3.148852,286.0822,296.0351,0.011920422,353.31158,230.59908,293.52783,286.25375,226.06888,347.37375,0.011342098,290.4647,3.1570914,297.94586,72.104164,299.66818,356.03445,0.011778656,294.18198,3.16125,286.24744,299.18518,3.1346538,293.31668,287.4527,356.75677,226.19023,0.012259137,293.34906,299.42752,3.1965933,0.011723094,352.98346,233.13803,287.3289,69.34162,357.8196,231.81012,0.011564792,235.08209,231.48378,353.1171,0.011714747,293.5705,286.7269,299.56802,3.3069603,297.93542,0.012534451,359.43378,228.8441,3.179569,286.73132,293.53513,76.360054,299.6188,0.012447891,227.56404,356.78018,293.78476,287.86444
2008-12-31,287.0404,293.07303,69.42705,3.1712182,351.686,232.8294,0.0114260595,299.08704,3.2643654,284.37375,297.79446,0.01123098,349.11786,234.81029,291.4359,287.07922,230.84348,357.9642,0.011952633,293.97186,3.080289,298.3655,70.02803,298.66315,349.71634,0.011080629,292.84027,3.4219592,286.23215,300.2745,2.8801608,293.87585,287.47736,355.10916,231.6375,0.012393619,293.0543,300.0764,3.2140787,0.011332454,355.7364,232.96323,285.26266,68.57804,353.75415,234.84566,0.011612973,230.81741,223.41415,352.88763,0.011851089,292.71838,285.60892,297.41113,3.1416025,299.95093,0.012184199,356.1323,230.37746,3.0321507,287.68097,292.93564,77.65265,299.12073,0.012473404,230.29257,353.34695,292.54538,287.6706
2009-12-31,286.20587,293.57803,65.382744,3.2898812,351.38315,236.83522,0.0110247275,300.09818,3.2965977,285.39865,298.67834,0.011823248,353.66785,222.38954,291.17303,287.29688,232.39546,357.4675,0.0122327125,294.03925,3.076189,299.1788,71.65016,299.84106,355.06927,0.011559912,293.595,3.516001,287.35638,299.22394,3.2289739,293.4035,287.57867,356.33878,225.01309,0.012413788,293.77774,298.2069,3.0669212,0.011955037,356.1314,230.6852,284.52832,69.83123,354.84515,232.66475,0.0118240435,232.15244,229.83534,352.7777,0.01192408,292.269,287.35236,298.83316,3.2937212,300.61075,0.011211784,355.2247,235.73735,3.3071258,288.02026,294.72125,77.320305,298.53455,0.012127608,227.537,353.65384,292.9332,285.6363
2010-12-31,285.58603,292.55206,68.15171,3.2994459,351.65317,232.41423,0.011542417,299.5532,3.206553,284.9473,298.87787,0.01161741,352.29782,234.02522,293.5085,286.58258,228.53539,358.78293,0.012313487,294.12872,3.0870385,300.4914,73.10758,299.56494,357.95068,0.011937101,294.22928,3.2611876,287.26382,299.57056,3.2353191,293.7331,287.8954,361.245,223.20502,0.012666594,294.07355,299.1957,3.1645193,0.011604425,356.19434,233.94028,286.54916,68.73859,347.25635,233.21497,0.011124358,230.97757,239.24586,347.78513,0.010650418,292.19785,284.48608,299.9834,3.2958496,298.9269,0.012210817,357.44003,229.20308,3.2553563,286.88638,293.7491,65.18206,298.0116,0.010773082,234.97578,351.9721,294.18878,287.03995
2011-12-31,286.43616,291.85092,75.74642,3.0332687,349.2271,222.78677,0.011895647,297.26157,3.1378496,286.61993,297.6199,0.011716766,353.53662,229.4512,293.3359,286.00522,228.98618,351.82483,0.011607326,292.78406,3.118087,297.93243,74.60547,299.2883,351.78952,0.012061563,293.31296,3.2823818,286.492,298.40414,2.8768935,293.0963,286.94754,352.14905,230.3714,0.011817465,294.36356,299.6761,3.2228663,0.011817819,356.84415,231.60081,286.598,66.181725,359.3216,230.62955,0.01202642,235.22487,236.11781,357.76486,0.012099282,294.6116,285.04773,300.96777,3.148089,299.55847,0.01209499,355.33353,231.77295,3.1673126,285.94495,293.5356,69.26651,299.1093,0.011300539,231.82654,352.5539,293.60428,285.6384
2012-12-31,286.37503,292.85648,72.89435,3.1469452,353.7416,231.84535,0.012010302,298.5325,3.119771,284.57172,296.16483,0.01202044,354.15903,224.3698,291.18146,286.68015,231.03407,354.91428,0.011667768,291.8802,3.0760348,299.59787,73.483055,299.4541,354.841,0.011787015,292.67328,3.044657,287.5131,299.17868,3.0749686,293.04468,286.1015,353.47668,230.69493,0.011718364,293.3486,298.91074,3.040474,0.012494678,356.75638,226.72191,287.79254,74.20507,357.7224,232.61676,0.011691574,235.84763,231.64047,353.71643,0.01186384,291.80096,284.94037,297.80325,3.2585983,299.38336,0.01174575,355.53195,232.52782,3.1312547,286.465,292.46692,68.643616,300.72147,0.011371823,235.58585,355.86722,294.43768,287.42148
2013-12-31,286.90063,292.5672,73.55588,3.0418632,352.34985,229.58218,0.012102753,298.19513,3.0972476,287.25482,299.6788,0.012037259,357.33856,230.01433,293.01404,286.13107,233.40286,350.93964,0.011554925,292.0799,3.1391144,298.95218,74.62201,298.24374,348.84903,0.011416024,291.47208,3.0512762,286.2622,299.0837,3.1952758,292.93463,286.78705,353.8595,227.82501,0.011873961,294.12387,300.25345,2.9467483,0.012140249,357.81555,236.36024,286.4753,68.706406,359.23175,228.74155,0.0123939635,238.69237,234.13342,352.6623,0.011105948,293.6574,286.47714,298.42725,3.2462647,299.20428,0.012106063,353.84366,229.06616,3.0379055,287.23145,293.21182,68.80484,300.68994,0.01141845,233.02194,357.1128,291.82123,287.17267
2014-12-31,284.89926,293.47122,66.0307,3.2462194,349.88852,238.38547,0.011121433,298.85934,3.310786,288.1051,300.51675,0.011948452,354.85904,234.02153,294.29025,286.14633,230.55385,351.3234,0.011239529,292.98172,3.2594562,298.17047,75.4672,298.16766,351.08762,0.011708053,292.36868,3.2153313,284.8979,300.65573,3.3094625,295.12573,288.8256,358.3871,235.07376,0.011903464,294.98618,300.65448,3.0795946,0.012511825,362.2085,229.11847,289.36215,69.73293,359.35498,230.4939,0.0121754985,233.03423,235.73868,353.9832,0.011657831,294.07837,286.34375,299.3888,3.2716067,296.7019,0.011717546,356.35843,236.86113,3.2825015,287.72055,293.95047,72.08331,300.39813,0.012218536,234.28778,359.09875,294.51996,288.6815
